"dataset","model","sampling","balanced_acc","balanced_acc_sd","roc","roc_sd","sens_cv","spec_cv","ppv_cv","npv_cv","optimal_threshold","sens_at_optimal","spec_at_optimal","brier_score","alpha","lambda","n.trees","interaction.depth","shrinkage","n.minobsinnode","nrounds","max_depth","eta","gamma","colsample_bytree","min_child_weight","subsample","sigma","C","mtry"
"data_25","svmRadial","down",0.883375674009707,0.0561054501340648,0.935228053665436,0.0456222116030235,0.904761904761905,0.861989443257509,0.180373465828028,0.996345170316202,0.501686136678705,0.862601253247746,0.902777777777778,0.101947638910803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,1,NA
"data_25","svmRadial","smote",0.802061165570497,0.0891970406101757,0.921164079347126,0.0551237255997594,0.679166666666667,0.924955664474327,0.231734141081395,0.988624009496424,0.116103860358941,0.851444291609354,0.898148148148148,0.0605148953189103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.5,NA
"data_25","svmRadial","rose",0.874927661777291,0.0534883147096313,0.936316206554676,0.0503251579634719,0.863095238095238,0.886760085459344,0.202755678147055,0.994892304459316,0.278261187580989,0.823322634876968,0.939814814814815,0.0872605661475106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.5,NA
"data_25","rf","none",0.587716403745529,0.0762105354607824,0.931872704676525,0.0359793700141883,0.181547619047619,0.993885188443439,0.481377551020409,0.9735302344858,0.015,0.796423658872077,0.944444444444444,0.0249643379198106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"data_25","rf","up",0.63392009331905,0.0851495196173534,0.909684170471842,0.0520925692515408,0.279761904761905,0.988078281876196,0.454444444444445,0.976464355868394,0.019,0.797187834326761,0.875,0.0275657399023524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"data_25","rf","down",0.866600487541169,0.0712904400337667,0.929799239613318,0.049244235236423,0.873809523809524,0.859391451272814,0.172274460875514,0.99507983626377,0.435,0.829436038514443,0.916666666666667,0.105153372984169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"data_25","rf","smote",0.721293856761841,0.0974964939880155,0.93030147409389,0.0424377881806979,0.469642857142857,0.972944856380825,0.367264239028945,0.982303420735475,0.067,0.814305364511692,0.912037037037037,0.0319303358484983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"data_25","rf","rose",0.858151577626568,0.0447458533611735,0.928487788280659,0.0570811313302582,0.955952380952381,0.760350774300755,0.117640049505634,0.998023210611944,0.603,0.81537521014825,0.935185185185185,0.210946273709129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"data_28","glmnet","none",0.748262489426282,0.0919136883488065,0.96369800663212,0.0213001054599815,0.504166666666667,0.992358312185898,0.717962962962963,0.984307264926821,0.0166571137143328,0.887831603229527,0.932432432432432,0.0187110189782982,0.5,1e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"data_28","glmnet","up",0.917877668308703,0.0425419432480007,0.969201482186396,0.0198467632124645,0.91547619047619,0.920279146141215,0.278474650840537,0.997062995290654,0.482857823156981,0.916955017301038,0.918918918918919,0.0604580494334861,0.25,0.0127427498570313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"data_28","glmnet","down",0.911530638901329,0.0404580085916298,0.968419849000206,0.0199479043135239,0.919642857142857,0.9034184206598,0.24192692309968,0.99715904609823,0.511004392757736,0.907151095732411,0.918918918918919,0.0737712599013936,0.25,0.0428133239871939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"data_28","glmnet","smote",0.915063193511469,0.0438934034999268,0.969771307817798,0.0199550360422306,0.905952380952381,0.924174006070558,0.288506983001918,0.996777979919326,0.527345377126702,0.928921568627451,0.905405405405405,0.058483681646499,0,0.0233572146909012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"data_28","glmnet","rose",0.916572436184505,0.0429425994520961,0.968439585865694,0.0187464630272406,0.919642857142857,0.913502015226153,0.263324896891066,0.997200574485089,0.508180178960142,0.911043829296424,0.923423423423423,0.81382835880227,1,0.000183298071083244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"data_28","gbm","none",0.731110053739364,0.0934976896866956,0.962164384431934,0.0217260793900409,0.47202380952381,0.990196297954919,0.643524531024531,0.983278991738823,0.00126711290545568,0.882641291810842,0.923423423423423,0.0216023259522428,NA,NA,200,5,0.1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"data_28","gbm","up",0.889727322485943,0.069493529574482,0.963715311098316,0.0222589444785384,0.83452380952381,0.944930835448077,0.339636807156606,0.994411478652367,0.30536405547215,0.91320645905421,0.891891891891892,0.0435554189002365,NA,NA,100,3,0.05,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"data_28","gbm","down",0.90926661939593,0.0416545723462305,0.956516708694972,0.023737657581656,0.936309523809524,0.882223714982336,0.208119942638613,0.997742387505391,0.511388369198858,0.883217993079585,0.936936936936937,0.0975303483891976,NA,NA,300,3,0.05,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"data_28","gbm","smote",0.86728833905558,0.0734990256446461,0.959625748157152,0.0192705946879318,0.791666666666667,0.942910011444494,0.320970467194522,0.993042327037383,0.337950829698978,0.920271049596309,0.873873873873874,0.043751000924496,NA,NA,100,3,0.05,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"data_28","gbm","rose",0.507571092700403,0.00497947978852115,0.942606444680798,0.0398725987069566,1,0.0151421854008061,0.031473557708292,1,0.999999508823388,0.875288350634371,0.923423423423423,0.953669337588703,NA,NA,300,7,0.05,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"data_28","xgbTree","none",0.671016507438921,0.0908824361402529,0.965872416103327,0.0191268194102142,0.348809523809524,0.993223491068319,0.645812807881774,0.979549787010381,0.0072349552065134,0.867935409457901,0.936936936936937,0.0208043365800823,NA,NA,NA,NA,NA,NA,200,4,0.1,0,0.8,5,0.8,NA,NA,NA
"data_28","xgbTree","up",0.832546213365179,0.0813222809403468,0.96072059440286,0.0248323766796407,0.694642857142857,0.970449569587501,0.444978608136503,0.990027365233918,0.0834208503365517,0.916089965397924,0.882882882882883,0.02798751844705,NA,NA,NA,NA,NA,NA,100,4,0.05,0,0.8,5,1,NA,NA,NA
"data_28","xgbTree","down",0.893723565706324,0.0410101855252647,0.957660214033367,0.0202772744076835,0.901190476190476,0.886256655222172,0.2130764764286,0.996493784385143,0.46144688129425,0.876730103806228,0.927927927927928,0.0841721319734127,NA,NA,NA,NA,NA,NA,100,6,0.1,0,0.8,5,0.8,NA,NA,NA
"data_28","xgbTree","smote",0.832023747325471,0.0846553114972169,0.954973023692236,0.0283969245735501,0.698214285714286,0.965833208936657,0.41620498424291,0.990125292058701,0.060390580445528,0.878316032295271,0.918918918918919,0.0310599850522418,NA,NA,NA,NA,NA,NA,100,4,0.05,0,0.8,5,0.8,NA,NA,NA
"data_28","xgbTree","rose",0.615875192814848,0.125496679745572,0.965824989870556,0.0231939925425396,0.995238095238095,0.236512290391601,0.0462632979146732,0.99979797979798,0.986730098724365,0.928489042675894,0.900900900900901,0.460749970018754,NA,NA,NA,NA,NA,NA,200,6,0.1,0,0.8,5,0.8,NA,NA,NA
"data_28","svmRadial","none",0.676192653132308,0.0839449290080794,0.879018212561932,0.0883438383590256,0.357142857142857,0.99524244912176,0.736388888888889,0.979866956791856,0.0280323074120424,0.93800461361015,0.815315315315315,0.0203043545877679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.5,NA
"data_28","svmRadial","up",0.904897186147186,0.0547828430414695,0.965040702148153,0.0224909786837277,0.864285714285714,0.945508658008658,0.352430954078551,0.995455211242384,0.245225310410235,0.912485582468281,0.932432432432432,0.0431630698116689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.5,NA
"data_28","svmRadial","down",0.915483965268448,0.0341029591160197,0.960875623760476,0.0205578007092699,0.9375,0.893467930536896,0.232742229615196,0.997793258094581,0.552083122316275,0.905853517877739,0.932432432432432,0.0783717751586789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,5,NA
"data_28","svmRadial","smote",0.881932626760213,0.069590943572693,0.963352361582041,0.0230115053070477,0.810714285714286,0.95315096780614,0.382604919957525,0.99373264649844,0.185233871063141,0.916955017301038,0.918918918918919,0.0384075334224901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.5,NA
