bbrefID,mlbamID,name,team,pos,headshot_url,is_active
,701474,Duncan Davitt,Chicago White Sox,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/701474/headshot/67/current",True
queroed01,700337,Edgar Quero,Chicago White Sox,C,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/700337/headshot/67/current",True
pereiev01,677592,Everson Pereira,Chicago White Sox,CF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/677592/headshot/67/current",True
taylogr02,691799,Grant Taylor,Chicago White Sox,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/691799/headshot/67/current",True
iriarja01,683568,Jairo Iriarte,Chicago White Sox,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/683568/headshot/67/current",True
,699151,Jedixson Paez,Chicago White Sox,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/699151/headshot/67/current",True
cannojo02,686563,Jonathan Cannon,Chicago White Sox,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/686563/headshot/67/current",True
leasujo01,673929,Jordan Leasure,Chicago White Sox,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/673929/headshot/67/current",True
leeko01,686676,Korey Lee,Chicago White Sox,C,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/686676/headshot/67/current",True
bushky01,681066,Ky Bush,Chicago White Sox,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/681066/headshot/67/current",True
teelky01,691019,Kyle Teel,Chicago White Sox,C,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/691019/headshot/67/current",True
sosale01,672820,Lenyn Sosa,Chicago White Sox,2B,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/672820/headshot/67/current",True
roberlu01,673357,Luis Robert Jr.,Chicago White Sox,CF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/673357/headshot/67/current",True
vargami01,678246,Miguel Vargas,Chicago White Sox,3B,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/678246/headshot/67/current",True
vasilmi01,678024,Mike Vasil,Chicago White Sox,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/678024/headshot/67/current",True
,808959,Munetaka Murakami,Chicago White Sox,IF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/808959/headshot/67/current",True
berropr01,672860,Prelander Berroa,Chicago White Sox,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/672860/headshot/67/current",True
burkese01,680732,Sean Burke,Chicago White Sox,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/680732/headshot/67/current",True
newcose01,656794,Sean Newcomb,Chicago White Sox,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/656794/headshot/67/current",True
smithsh02,681343,Shane Smith,Chicago White Sox,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/681343/headshot/67/current",True
,701780,Tanner McDougal,Chicago White Sox,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/701780/headshot/67/current",True
,695020,Tanner Murray,Chicago White Sox,2B,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/695020/headshot/67/current",True
petertr01,671976,Tristan Peters,Chicago White Sox,LF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/671976/headshot/67/current",True
gilbety01,656457,Tyler Gilbert,Chicago White Sox,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/656457/headshot/67/current",True
gonzawi02,682790,Wikelman González,Chicago White Sox,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/682790/headshot/67/current",True
abbotan01,671096,Andrew Abbott,Cincinnati Reds,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/671096/headshot/67/current",True
rortvbe01,666163,Ben Rortvedt,Cincinnati Reds,C,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/666163/headshot/67/current",True
dunnbl01,694362,Blake Dunn,Cincinnati Reds,LF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/694362/headshot/67/current",True
singebr01,663903,Brady Singer,Cincinnati Reds,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/663903/headshot/67/current",True
willibr02,682227,Brandon Williamson,Cincinnati Reds,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/682227/headshot/67/current",True
ferguca01,657571,Caleb Ferguson,Cincinnati Reds,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/657571/headshot/67/current",True
burnsch01,695505,Chase Burns,Cincinnati Reds,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/695505/headshot/67/current",True
pettych02,695534,Chase Petty,Cincinnati Reds,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/695534/headshot/67/current",True
encarch01,687952,Christian Encarnacion-Strand,Cincinnati Reds,1B,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/687952/headshot/67/current",True
phillco01,683175,Connor Phillips,Cincinnati Reds,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/683175/headshot/67/current",True
,695490,Edwin Arroyo,Cincinnati Reds,SS,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/695490/headshot/67/current",True
delacel01,682829,Elly De La Cruz,Cincinnati Reds,SS,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/682829/headshot/67/current",True
paganem01,641941,Emilio Pagán,Cincinnati Reds,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/641941/headshot/67/current",True
luxga01,666158,Gavin Lux,Cincinnati Reds,LF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/666158/headshot/67/current",True
ashcrgr01,668933,Graham Ashcraft,Cincinnati Reds,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/668933/headshot/67/current",True
greenhu01,668881,Hunter Greene,Cincinnati Reds,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/668881/headshot/67/current",True
,699302,Héctor Rodríguez,Cincinnati Reds,LF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/699302/headshot/67/current",True
,683742,Jose Franco,Cincinnati Reds,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/683742/headshot/67/current",True
trevijo01,624431,Jose Trevino,Cincinnati Reds,C,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/624431/headshot/67/current",True
aguiaju01,687924,Julian Aguiar,Cincinnati Reds,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/687924/headshot/67/current",True
hayeske01,663647,Ke'Bryan Hayes,Cincinnati Reds,3B,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/663647/headshot/67/current",True
thompke02,624522,Keegan Thompson,Cincinnati Reds,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/624522/headshot/67/current",True
,699114,Leo Balcazar,Cincinnati Reds,SS,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/699114/headshot/67/current",True
meylu01,682825,Luis Mey,Cincinnati Reds,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/682825/headshot/67/current",True
richaly01,680689,Lyon Richardson,Cincinnati Reds,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/680689/headshot/67/current",True
mclaima01,680574,Matt McLain,Cincinnati Reds,2B,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/680574/headshot/67/current",True
lodolni01,666157,Nick Lodolo,Cincinnati Reds,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/666157/headshot/67/current",True
marteno01,682622,Noelvi Marte,Cincinnati Reds,3B,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/682622/headshot/67/current",True
hindsre01,677956,Rece Hinds,Cincinnati Reds,RF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/677956/headshot/67/current",True
lowderh01,695076,Rhett Lowder,Cincinnati Reds,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/695076/headshot/67/current",True
stewasa02,701398,Sal Stewart,Cincinnati Reds,3B,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/701398/headshot/67/current",True
mollsa01,594580,Sam Moll,Cincinnati Reds,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/594580/headshot/67/current",True
steersp01,668715,Spencer Steer,Cincinnati Reds,1B,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/668715/headshot/67/current",True
friedtj01,670770,TJ Friedl,Cincinnati Reds,CF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/670770/headshot/67/current",True
santito01,663574,Tony Santillan,Cincinnati Reds,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/663574/headshot/67/current",True
callity01,682997,Tyler Callihan,Cincinnati Reds,LF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/682997/headshot/67/current",True
stephty01,663886,Tyler Stephenson,Cincinnati Reds,C,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/663886/headshot/67/current",True
bensowi01,666181,Will Benson,Cincinnati Reds,LF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/666181/headshot/67/current",True
zulueyo01,691172,Yosver Zulueta,Cincinnati Reds,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/691172/headshot/67/current",True
maxweza01,687209,Zach Maxwell,Cincinnati Reds,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/687209/headshot/67/current",True
waltean01,689958,Andrew Walters,Cleveland Guardians,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/689958/headshot/67/current",True
,694197,Angel Genao,Cleveland Guardians,3B,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/694197/headshot/67/current",True
martian02,682657,Angel Martínez,Cleveland Guardians,CF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/682657/headshot/67/current",True
hedgeau01,595978,Austin Hedges,Cleveland Guardians,C,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/595978/headshot/67/current",True
,804926,Austin Peterson,Cleveland Guardians,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/804926/headshot/67/current",True
naylobo01,666310,Bo Naylor,Cleveland Guardians,C,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/666310/headshot/67/current",True
rocchbr01,677587,Brayan Rocchio,Cleveland Guardians,SS,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/677587/headshot/67/current",True
kayfucj01,692216,C.J. Kayfus,Cleveland Guardians,1B,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/692216/headshot/67/current",True
smithca06,671922,Cade Smith,Cleveland Guardians,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/671922/headshot/67/current",True
delauch01,800050,Chase DeLauter,Cleveland Guardians,RF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/800050/headshot/67/current",True
holdeco01,670059,Colin Holderman,Cleveland Guardians,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/670059/headshot/67/current",True
brogdco01,641401,Connor Brogdon,Cleveland Guardians,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/641401/headshot/67/current",True
,682982,Daniel Espino,Cleveland Guardians,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/682982/headshot/67/current",True
schneda04,682177,Daniel Schneemann,Cleveland Guardians,2B,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/682177/headshot/67/current",True
fryda01,681807,David Fry,Cleveland Guardians,1B,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/681807/headshot/67/current",True
nikhado01,680951,Doug Nikhazy,Cleveland Guardians,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/680951/headshot/67/current",True
sabroer01,681870,Erik Sabrowski,Cleveland Guardians,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/681870/headshot/67/current",True
,680916,Franco Aleman,Cleveland Guardians,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/680916/headshot/67/current",True
ariasga01,672356,Gabriel Arias,Cleveland Guardians,SS,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/672356/headshot/67/current",True
williga01,668909,Gavin Williams,Cleveland Guardians,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/668909/headshot/67/current",True
valerge01,671655,George Valera,Cleveland Guardians,RF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/671655/headshot/67/current",True
gaddihu01,683769,Hunter Gaddis,Cleveland Guardians,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/683769/headshot/67/current",True
cantijo01,676282,Joey Cantillo,Cleveland Guardians,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/676282/headshot/67/current",True
rodrijo10,671286,Johnathan Rodríguez,Cleveland Guardians,RF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/671286/headshot/67/current",True
ramirjo01,608070,José Ramírez,Cleveland Guardians,3B,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/608070/headshot/67/current",True
,682877,Juan Brito,Cleveland Guardians,SS,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/682877/headshot/67/current",True
,696135,Kahlil Watson,Cleveland Guardians,LF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/696135/headshot/67/current",True
manzaky01,700932,Kyle Manzardo,Cleveland Guardians,1B,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/700932/headshot/67/current",True
allenlo02,671106,Logan Allen,Cleveland Guardians,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/671106/headshot/67/current",True
festama01,670036,Matt Festa,Cleveland Guardians,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/670036/headshot/67/current",True
jonesno01,666134,Nolan Jones,Cleveland Guardians,RF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/666134/headshot/67/current",True
messipa01,800048,Parker Messick,Cleveland Guardians,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/800048/headshot/67/current",True
halpipe01,690984,Petey Halpin,Cleveland Guardians,CF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/690984/headshot/67/current",True
,688883,Peyton Pallette,Cleveland Guardians,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/688883/headshot/67/current",True
armstsh01,542888,Shawn Armstrong,Cleveland Guardians,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/542888/headshot/67/current",True
ceccosl01,677944,Slade Cecconi,Cleveland Guardians,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/677944/headshot/67/current",True
kwanst01,680757,Steven Kwan,Cleveland Guardians,LF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/680757/headshot/67/current",True
bibeeta01,676440,Tanner Bibee,Cleveland Guardians,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/676440/headshot/67/current",True
herriti01,682120,Tim Herrin,Cleveland Guardians,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/682120/headshot/67/current",True
,691414,Yorman Gómez,Cleveland Guardians,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/691414/headshot/67/current",True
amadoad01,691182,Adael Amador,Colorado Rockies,2B,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/691182/headshot/67/current",True
chivian01,683409,Angel Chivilli,Colorado Rockies,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/683409/headshot/67/current",True
senzaan01,622608,Antonio Senzatela,Colorado Rockies,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/622608/headshot/67/current",True
crimbl01,688760,Blaine Crim,Colorado Rockies,1B,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/688760/headshot/67/current",True
blalobr01,687134,Bradley Blalock,Colorado Rockies,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/687134/headshot/67/current",True
fulfobr01,690924,Braxton Fulford,Colorado Rockies,C,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/690924/headshot/67/current",True
bernabr01,657514,Brennan Bernardino,Colorado Rockies,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/657514/headshot/67/current",True
doylebr02,686668,Brenton Doyle,Colorado Rockies,CF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/686668/headshot/67/current",True
palmqca01,687223,Carson Palmquist,Colorado Rockies,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/687223/headshot/67/current",True
dollach01,801403,Chase Dollander,Colorado Rockies,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/801403/headshot/67/current",True
tovarez01,678662,Ezequiel Tovar,Colorado Rockies,SS,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/678662/headshot/67/current",True
,687312,Gabriel Hughes,Colorado Rockies,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/687312/headshot/67/current",True
actonga01,670183,Garrett Acton,Colorado Rockies,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/670183/headshot/67/current",True
goodmhu01,696100,Hunter Goodman,Colorado Rockies,C,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/696100/headshot/67/current",True
hillja01,677955,Jaden Hill,Colorado Rockies,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/677955/headshot/67/current",True
criswje01,676105,Jeff Criswell,Colorado Rockies,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/676105/headshot/67/current",True
hergeji01,623474,Jimmy Herget,Colorado Rockies,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/623474/headshot/67/current",True
beckjo01,687597,Jordan Beck,Colorado Rockies,LF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/687597/headshot/67/current",True
mejiaju01,675848,Juan Mejia,Colorado Rockies,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/675848/headshot/67/current",True
bryankr01,592178,Kris Bryant,Colorado Rockies,DH,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/592178/headshot/67/current",True
freelky01,607536,Kyle Freeland,Colorado Rockies,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/607536/headshot/67/current",True
karroky01,691720,Kyle Karros,Colorado Rockies,3B,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/691720/headshot/67/current",True
perallu01,678821,Luis Peralta,Colorado Rockies,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/678821/headshot/67/current",True
brownmc01,685326,McCade Brown,Colorado Rockies,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/685326/headshot/67/current",True
moniami01,666160,Mickey Moniak,Colorado Rockies,RF,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/666160/headshot/67/current",True
,696275,RJ Petit,Colorado Rockies,P,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png,q_auto:best,f_auto/v1/people/696275/headshot/67/current",True
